,type,comment,non-information,code,functional_type
196,Javadoc,Abstract class for pushing entries into different editors.,0,throw new IllegalStateException(parserResult.getErrorMessage());,method_declaration
197,Line,put the warning into as exception text -> it will be displayed to the user,0,public class OldCommandWrapper extends CommandBase {,class_declaration
198,Javadoc,"This wraps the old Swing commands so that they fit into the new infrastructure. In the long term, this class should be removed.",0,public static Supplier<List<MenuItem>> getCleanupURLMenu(TextArea textArea) {,method_declaration
199,Javadoc,The default context menu with a specific menu item to cleanup URL.,0,column.setCellValueFactory(cellData -> EasyBind.monadic(cellData.getValue().getField(firstField)).map(x -> firstField).orElse(EasyBind.monadic(cellData.getValue().getField(secondField)).map(x -> secondField)));,method_call
200,Line,"icon is chosen based on field name in cell, so map fields to its names",0,if (OS.OS_X) {,conditional
201,Line,Execute command,0,return Collections.emptyList();,return
202,Line,Ignored,0,public boolean isExternalFileTypeByExt(String extension) {,method_declaration
203,Javadoc,Returns true if there is an external file type registered for this extension.,0,return false;,return
204,Line,"unknown, cannot un/abbreviate anything",1,nan,empty
205,Line,vim:set shiftwidth=4 softtabstop=4 expandtab:,0,if (newValue == null) {,conditional
206,Line,Redo the change.,0,Node tabHeaderArea = ((TabPaneSkin) this.tabbedPane.getSkin()),assignment
207,Line,"We need to get the tab header, the following is a ugly workaround",0,for (TextField field : textFields.values()) {,method_declaration
208,Line,reset all fields,1,public class OptionalObjectProperty<T> extends SimpleObjectProperty<Optional<T>> {,class_declaration
209,Javadoc,Similar to {@link org.fxmisc.easybind.monadic.MonadicObservableValue},0,"public static void showContextMenu(TextField textField, ContextMenu contextMenu, ContextMenuEvent e) {",method_declaration
210,Javadoc,nan,0,EXPORT_TO_CLIPBOARD(MaterialDesignIcon.CLIPBOARD_ARROW_LEFT),method_declaration
211,Block,css: clipboard-arrow-left *,1,public class JabRefDesktop {,class_declaration
212,Javadoc,TODO: Replace by http://docs.oracle.com/javase/7/docs/api/java/awt/Desktop.html http://stackoverflow.com/questions/18004150/desktop-api-is-not-supported-on-the-current-platform,0,public <T> Future<T> execute(Callable<T> command) {,method_declaration
213,Javadoc,Executes a callable task that provides a return value after the calculation is done. @param command The task to execute. @return A Future object that provides the returning value.,1,"JabRefGUI.getMainFrame().addParserResult(pr, focusPanel)",method_call
214,Line,Need to run this on the JavaFX thread,0,tabbedPane.getTabs().get(i).setText(getBasePanelAt(i).getTabTitle());,method_call
215,Line,set original filename (again),0,if (application.requiresBibtexKeys()) {,conditional
216,Line,"If required, check that all entries have BibTeX keys defined:",0,public boolean isResolved(BibEntry entry) {,method_declaration
217,Javadoc,"Check if the value returned by getColumnValue() is the same as a simple check of the entry's field(s) would give The reasons for being different are (combinations may also happen): - The entry has a crossref where the field content is obtained from - The field has a string in it (which getColumnValue() resolves) - There are some alias fields. For example, if the entry has a date field but no year field, {@link BibEntry#getResolvedFieldOrAlias(String, BibDatabase)} will return the year value from the date field when queried for year",0,nan,empty
218,Line,TODO imlement default,0,for (KeyBinding keyBinding : KeyBinding.values()) {,loop
219,Line,Use default key bindings,1,private void updateColumnPreferences() {,method_declaration
220,Javadoc,Store shown columns and their width in preferences.,0,GroupTreeNode groupNode = group.getGroupNode();,assignment
221,Line,"TODO: Add undo final UndoableAddOrRemoveGroup undo = new UndoableAddOrRemoveGroup(groupsRoot, node, UndoableAddOrRemoveGroup.REMOVE_NODE_KEEP_CHILDREN); panel.getUndoManager().addEdit(undo);",0,public void createFileObjects() {,method_declaration
222,Javadoc,Read all saved file paths and read their abbreviations,0,if (Globals.prefs.getBoolean(JabRefPreferences.FX_FONT_RENDERING_TWEAK)) {,conditional
223,Line,"On Linux, Java FX fonts look blurry per default. This can be improved by using a non-default rendering setting. See https://github.com/woky/javafx-hates-linux",0,public static void runAndWaitInJavaFXThread(Runnable action) {,method_declaration
224,Javadoc,Runs the specified {@link Runnable} on the JavaFX application thread and waits for completion.,1,public class JabRefMain extends Application {,class_declaration
225,Javadoc,JabRef MainClass,1,"public static final XComponentContext bootstrap(String[] argArray, URLClassLoader loader) throws BootstrapException {",method_declaration
226,Javadoc,Bootstraps the component context from a UNO installation.,0,nan,empty
227,Block,"if (!Globals.prefs.isKeywordSyncEnabled()) { return; }final BibEntry entry = event.getBibEntry(); // NamedCompount code similar to SpecialFieldUpdateListener NamedCompound nc = new NamedCompound(Localization.lang(""Synchronized special fields based on keywords"")); List<FieldChange> changes = SpecialFieldsUtils.syncSpecialFieldsFromKeywords(entry, Globals.prefs.getKeywordDelimiter()); for (FieldChange change: changes) { nc.addEdit(new UndoableFieldChange(change)); } // Don't insert the compound into the undoManager, // it would be added before the component which undoes the insertion of the entry and creates heavy problems // (which prohibits the undo the deleting multiple entries)",0,Optional<Path> fileDir = databaseContext.getFirstExistingFileDir(filePreferences);,assignment
228,Line,Get target folder,0,"LOGGER.debug(Mode COPY"");""",method_call
229,Line,"Ctrl on Windows, no modifier on Xubuntu",0,"String cmd = xdg-open "" + filePath.toAbsolutePath().getParent().toString();""",assignment
230,Line,default command,0,private void updateAfterPreferenceChanges() {,method_declaration
231,Javadoc,Reloads the JabRefPreferences into the UI,0,public boolean equals(Object object) {,method_declaration
232,Javadoc,"We define two file type objects as equal if their name, extension, openWith and iconName are equal.",0,"ButtonType replaceEntries = new ButtonType(Localization.lang(Merge entries"")",assignment
233,Line,Create buttons,1,public BooleanProperty markTimestampProperty() { return this.markTimestampProperty; },method_declaration
234,Line,Time stamp,0,public class UiThreadObservableList<E> implements ObservableList<E> {,class_declaration
235,Javadoc,"This class can be used to wrap an @see ObservableList inside it. When wrapped, any Listener listening for updates to the wrapped ObservableList (for example because of a binding to it) is ensured to be notified on the JavaFX Application Thread. It should be used to implement bindings where updates come in from a background thread but should be reflected in the UI where it is necessary that changes to the UI are performed on the JavaFX Application thread.",0,public <T> List<Future<T>> executeAll(Collection<Callable<T>> tasks) {,method_declaration
236,Javadoc,Executes a collection of callable tasks and returns a List of the resulting Future objects after the calculation is done. @param tasks The tasks to execute @return A List of Future objects that provide the returning values.,1,public void selectLastJournalFile() {,method_declaration
237,Javadoc,This will set the {@code currentFile} property to the {@link AbbreviationsFileViewModel} object that was added to the {@code journalFiles} list property lastly. If there are no files in the list property this methode will do nothing as the {@code currentFile} property is already {@code null}.,0,public void deleteAbbreviation() {,method_declaration
238,Javadoc,Method to delete the abbreviation set in the currentAbbreviation property. The currentAbbreviationProperty will be set to the previous or next abbreviation in the abbreviations property if applicable. Else it will be set to {@code null} if there are no abbreviations left.,0,names = sortedReferenceMarks;,assignment
239,Line,We need to sort the reference marks according to their order of appearance:,0,public static <T> ObservableList<T> forUI(ObservableList<T> list) {,method_declaration
240,Javadoc,Returns a wrapper around the given list that posts changes on the JavaFX thread.,0,stopRemoteThread();,method_declaration
241,Line,kill the remote thread,1,if (!xmpEntriesInFile.isEmpty()) {,conditional
242,Line,"First try xmp import, if empty try pdf import, otherwise create empty entry",0,base.removeString(string.getId());,method_call
243,Line,Revert the change.,0,for (ExternalFileType type : unchanged) {,loop
244,Line,"Go through unchanged types. Remove them from the ones that should be stored, and from the list of defaults, since we don't need to mention these in prefs:",0,public boolean validSettings() {,method_declaration
245,Javadoc,Checks if all tabs are valid ToDo: After conversion of all tabs use mvvmfx-validator ToDo: should be observable for binding of OK-button in View,0,for (int i = 0; i < visibleTabs.size(); i++) {,loop
246,Line,Next add all the visible tabs (if not already present) at the right position,0,updateAllTabTitles();,method_declaration
247,Line,update all tab titles,1,public class ActionFactory {,class_declaration
248,Javadoc,Helper class to create and style controls according to an {@link Action}.,0,public class FetchAndMergeEntry {,class_declaration
249,Javadoc,Class for fetching and merging bibliographic information,1,if (newGroups.getGroup() instanceof AllEntriesGroup) {,conditional
250,Line,paranoia: ensure that there are never two instances of AllEntriesGroup,0,"Button search = new Button(Localization.lang(Search""));""",assignment
251,Line,Create button that triggers search,1,"tableView.addEventHandler(KeyEvent.KEY_RELEASED, event -> {",method_call
252,Line,"Activate context menu if user presses the ""context menu"" key",0,public static <V> V runInJavaFXThread(Callable<V> callable) {,method_declaration
253,Javadoc,nan,1,fields.add(InternalField.KEY_FIELD);,method_call
254,Line,Add the edit field for Bibtex-key.,0,List<String> tmp = new ArrayList<>();,assignment
255,Line,Remove all reference marks that don't look like JabRef citations:,0,"Map<BibEntry, BibDatabase> entries = findCitedEntries(databases, cited, linkSourceBase);",assignment
256,Line,"Although entries are redefined without use, this also updates linkSourceBase",0,for (BibEntry entry : entries) {,loop
