,type,comment,non-information,code,functional_type
204,Line,"unknown, cannot un/abbreviate anything",1,public static void showContextMenu(TextField textField,method_declaration
205,Line,vim:set shiftwidth=4 softtabstop=4 expandtab:,0,EXPORT_TO_CLIPBOARD(MaterialDesignIcon.CLIPBOARD_ARROW_LEFT),method_declaration
206,Line,Redo the change.,0,public class JabRefDesktop {,class_declaration
207,Line,"We need to get the tab header, the following is a ugly workaround",0,public <T> Future<T> execute(Callable<T> command) {,method_declaration
208,Line,reset all fields,1,JabRefGUI.getMainFrame().addParserResult(pr,method_call
209,Javadoc,Similar to {@link org.fxmisc.easybind.monadic.MonadicObservableValue},0,tabbedPane.getTabs().get(i).setText(getBasePanelAt(i).getTabTitle());,method_call
210,Javadoc,nan,0,if (application.requiresBibtexKeys()) {,method_declaration
211,Block,css: clipboard-arrow-left *,1,public boolean isResolved(BibEntry entry) {,method_declaration
212,Javadoc,TODO: Replace by http://docs.oracle.com/javase/7/docs/api/java/awt/Desktop.html http://stackoverflow.com/questions/18004150/desktop-api-is-not-supported-on-the-current-platform,0,for (KeyBinding keyBinding : KeyBinding.values()) {,method_declaration
213,Javadoc,Executes a callable task that provides a return value after the calculation is done. @param command The task to execute. @return A Future object that provides the returning value.,1,private void updateColumnPreferences() {,method_declaration
214,Line,Need to run this on the JavaFX thread,0,GroupTreeNode groupNode = group.getGroupNode();,assignment
215,Line,set original filename (again),0,public void createFileObjects() {,method_declaration
216,Line,"If required, check that all entries have BibTeX keys defined:",0,if (Globals.prefs.getBoolean(JabRefPreferences.FX_FONT_RENDERING_TWEAK)) {,method_declaration
217,Javadoc,"Check if the value returned by getColumnValue() is the same as a simple check of the entry's field(s) would give The reasons for being different are (combinations may also happen): - The entry has a crossref where the field content is obtained from - The field has a string in it (which getColumnValue() resolves) - There are some alias fields. For example, if the entry has a date field but no year field, {@link BibEntry#getResolvedFieldOrAlias(String, BibDatabase)} will return the year value from the date field when queried for year",0,public static void runAndWaitInJavaFXThread(Runnable action) {,method_declaration
218,Line,TODO imlement default,0,public class JabRefMain extends Application {,class_declaration
219,Line,Use default key bindings,1,public static final XComponentContext bootstrap(String[] argArray,method_declaration
220,Javadoc,Store shown columns and their width in preferences.,0,Optional<Path> fileDir = databaseContext.getFirstExistingFileDir(filePreferences);,assignment
221,Line,"TODO: Add undo final UndoableAddOrRemoveGroup undo = new UndoableAddOrRemoveGroup(groupsRoot, node, UndoableAddOrRemoveGroup.REMOVE_NODE_KEEP_CHILDREN); panel.getUndoManager().addEdit(undo);",0,"LOGGER.debug(""Mode COPY"");",method_call
222,Javadoc,Read all saved file paths and read their abbreviations,0,"String cmd = ""xdg-open "" + filePath.toAbsolutePath().getParent().toString();",assignment
223,Line,"On Linux, Java FX fonts look blurry per default. This can be improved by using a non-default rendering setting. See https://github.com/woky/javafx-hates-linux",0,private void updateAfterPreferenceChanges() {,method_declaration
224,Javadoc,Runs the specified {@link Runnable} on the JavaFX application thread and waits for completion.,1,public boolean equals(Object object) {,method_declaration
225,Javadoc,JabRef MainClass,1,"ButtonType replaceEntries = new ButtonType(Localization.lang(""Merge entries"")",assignment
226,Javadoc,Bootstraps the component context from a UNO installation.,0,public BooleanProperty markTimestampProperty() { return this.markTimestampProperty; },method_declaration
227,Block,"if (!Globals.prefs.isKeywordSyncEnabled()) { return; }final BibEntry entry = event.getBibEntry(); // NamedCompount code similar to SpecialFieldUpdateListener NamedCompound nc = new NamedCompound(Localization.lang(""Synchronized special fields based on keywords"")); List<FieldChange> changes = SpecialFieldsUtils.syncSpecialFieldsFromKeywords(entry, Globals.prefs.getKeywordDelimiter()); for (FieldChange change: changes) { nc.addEdit(new UndoableFieldChange(change)); } // Don't insert the compound into the undoManager, // it would be added before the component which undoes the insertion of the entry and creates heavy problems // (which prohibits the undo the deleting multiple entries)",0,public class UiThreadObservableList<E> implements ObservableList<E> {,class_declaration
228,Line,Get target folder,0,public <T> List<Future<T>> executeAll(Collection<Callable<T>> tasks) {,method_declaration
229,Line,"Ctrl on Windows, no modifier on Xubuntu",0,public void selectLastJournalFile() {,method_declaration
230,Line,default command,0,public void deleteAbbreviation() {,method_declaration
231,Javadoc,Reloads the JabRefPreferences into the UI,0,names = sortedReferenceMarks;,assignment
232,Javadoc,"We define two file type objects as equal if their name, extension, openWith and iconName are equal.",0,public static <T> ObservableList<T> forUI(ObservableList<T> list) {,method_declaration
233,Line,Create buttons,1,stopRemoteThread();,method_declaration
234,Line,Time stamp,0,if (!xmpEntriesInFile.isEmpty()) {,method_declaration
235,Javadoc,"This class can be used to wrap an @see ObservableList inside it. When wrapped, any Listener listening for updates to the wrapped ObservableList (for example because of a binding to it) is ensured to be notified on the JavaFX Application Thread. It should be used to implement bindings where updates come in from a background thread but should be reflected in the UI where it is necessary that changes to the UI are performed on the JavaFX Application thread.",0,base.removeString(string.getId());,method_call
236,Javadoc,Executes a collection of callable tasks and returns a List of the resulting Future objects after the calculation is done. @param tasks The tasks to execute @return A List of Future objects that provide the returning values.,1,for (ExternalFileType type : unchanged) {,method_declaration
237,Javadoc,This will set the {@code currentFile} property to the {@link AbbreviationsFileViewModel} object that was added to the {@code journalFiles} list property lastly. If there are no files in the list property this methode will do nothing as the {@code currentFile} property is already {@code null}.,0,public boolean validSettings() {,method_declaration
238,Javadoc,Method to delete the abbreviation set in the currentAbbreviation property. The currentAbbreviationProperty will be set to the previous or next abbreviation in the abbreviations property if applicable. Else it will be set to {@code null} if there are no abbreviations left.,0,for (int i = 0; i < visibleTabs.size(); i++) {,method_declaration
239,Line,We need to sort the reference marks according to their order of appearance:,0,updateAllTabTitles();,method_declaration
240,Javadoc,Returns a wrapper around the given list that posts changes on the JavaFX thread.,0,public class ActionFactory {,class_declaration
241,Line,kill the remote thread,1,public class FetchAndMergeEntry {,class_declaration
242,Line,"First try xmp import, if empty try pdf import, otherwise create empty entry",0,if (newGroups.getGroup() instanceof AllEntriesGroup) {,method_declaration
243,Line,Revert the change.,0,"Button search = new Button(Localization.lang(""Search""));",assignment
244,Line,"Go through unchanged types. Remove them from the ones that should be stored, and from the list of defaults, since we don't need to mention these in prefs:",0,tableView.addEventHandler(KeyEvent.KEY_RELEASED,method_call
245,Javadoc,Checks if all tabs are valid ToDo: After conversion of all tabs use mvvmfx-validator ToDo: should be observable for binding of OK-button in View,0,public static <V> V runInJavaFXThread(Callable<V> callable) {,method_declaration
246,Line,Next add all the visible tabs (if not already present) at the right position,0,fields.add(InternalField.KEY_FIELD);,method_call
247,Line,update all tab titles,1,List<String> tmp = new ArrayList<>();,assignment
248,Javadoc,Helper class to create and style controls according to an {@link Action}.,0,Map<BibEntry,
249,Javadoc,Class for fetching and merging bibliographic information,1,for (BibEntry entry : entries) {,method_declaration
250,Line,paranoia: ensure that there are never two instances of AllEntriesGroup,0,public class DefaultTaskExecutor implements TaskExecutor {,class_declaration
251,Line,Create button that triggers search,1,if (event.getCode() == KeyCode.ENTER) {,method_declaration
252,Line,"Activate context menu if user presses the ""context menu"" key",0,refKeys.get(marker).add(currentKey);,method_call
253,Javadoc,nan,1,if (toRemove != null) {,method_declaration
254,Line,Add the edit field for Bibtex-key.,0,public class JabRefFrame extends BorderPane {,class_declaration
255,Line,Remove all reference marks that don't look like JabRef citations:,0,base.addString(string);,method_call
256,Line,"Although entries are redefined without use, this also updates linkSourceBase",0,public class DetectOpenOfficeInstallation {,class_declaration
257,Line,"for the remaining entries, intersection has to be used this approach ensures that one empty keyword list leads to an empty set of common keywords",0,currentPage.set(,method_call
258,Javadoc,A very simple implementation of the {@link TaskExecutor} interface. Every submitted task is invoked in a separate thread.,0,setPageWidth(desiredPageDimension.getWidth(Math.sqrt(2)) + delta);,method_declaration
259,Line,all buttons in base dialogs react on enter,0,List<BibEntry> selectedEntries = basePanel.getSelectedEntries();,assignment
260,Line,... but not for this entry.,0,public class ManageJournalAbbreviationsView extends BaseDialog<Void> {,class_declaration
261,Line,"If we found it, remove it from the type list:",1,Optional<BasePanel> panel = getBasePanelList().stream(),assignment
